GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
jadx-core,jadx.core.dex.visitors.usage,UseSet,6,49,0,4,1,11,1,6,1,4
jadx-core,jadx.core.dex.visitors.usage,UsageInfo,170,215,14,16,27,50,20,20,10,15
jadx-core,jadx.core.dex.visitors.usage,UsageInfoVisitor,83,224,12,23,27,65,12,19,1,11
jadx-core,jadx.api.usage.impl,InMemoryUsageInfoCache,3,25,1,1,0,8,1,4,0,4
jadx-core,jadx.api.usage.impl,EmptyUsageInfoCache,7,0,0,0,4,0,4,0,4,0
jadx-core,jadx.api.data.impl,JadxCodeRef,109,0,8,0,27,0,19,0,15,0
jadx-core,jadx.api.data.impl,JadxCodeComment,113,0,6,0,34,0,18,0,15,0
jadx-core,jadx.api.data.impl,JadxNodeRef,193,0,19,0,51,0,30,0,20,0
jadx-core,jadx.api.data.impl,JadxCodeRename,119,0,14,0,33,0,20,0,13,0
jadx-core,jadx.api.data.impl,JadxCodeData,35,0,4,0,10,0,8,0,6,0
jadx-core,jadx.api.plugins.pass.impl,OrderedJadxPassInfo,64,0,0,0,17,0,9,0,9,0
jadx-core,jadx.api.plugins.pass.impl,SimpleJadxPassInfo,24,0,0,0,10,0,6,0,6,0
jadx-core,jadx.api.plugins.pass.impl,SimpleAfterLoadPass,20,0,0,0,7,0,3,0,3,0
jadx-core,jadx.core.dex.visitors.rename,RenameVisitor,267,397,76,58,53,98,59,23,2,13
jadx-core,jadx.core.dex.visitors.rename,SourceFileRename.ClsRename,22,0,0,0,7,0,4,0,4,0
jadx-core,jadx.core.dex.visitors.rename,SourceFileRename,172,10,29,1,45,4,17,3,2,3
jadx-core,jadx.core.dex.visitors.rename,CodeRenameVisitor,154,53,25,4,35,16,19,6,4,6
jadx-core,jadx.core.dex.visitors.rename,UserRenames,195,11,27,1,50,4,25,2,10,2
jadx-core,jadx.core.dex.visitors.prepare,AddAndroidConstants,2,51,2,2,2,13,2,3,0,3
jadx-core,jadx.core.dex.visitors.prepare,CollectConstValues,63,16,14,2,17,5,9,2,1,2
jadx-core,jadx.core.utils.blocks,DFSIteration,0,67,0,6,0,17,0,5,0,2
jadx-core,jadx.core.utils.blocks,BlockPair,62,0,8,0,14,0,10,0,6,0
jadx-core,jadx.core.utils.blocks,BlockSet,171,40,20,0,38,11,20,4,10,4
jadx-core,jadx.api.metadata.annotations,VarRef.RelatedVarRef,12,10,0,0,1,4,1,2,1,2
jadx-core,jadx.api.metadata.annotations,NodeEnd,2,7,0,0,1,2,1,2,1,2
jadx-core,jadx.api.metadata.annotations,NodeDeclareRef,29,17,4,0,8,7,6,4,4,4
jadx-core,jadx.api.metadata.annotations,VarRef.FixedVarRef,9,0,0,0,4,0,2,0,2,0
jadx-core,jadx.api.metadata.annotations,InsnCodeOffset,8,46,3,9,3,17,5,8,2,5
jadx-core,jadx.api.metadata.annotations,VarRef,16,10,2,0,4,3,3,3,2,3
jadx-core,jadx.api.metadata.annotations,VarNode,78,97,11,7,20,32,16,12,10,9
jadx-core,jadx.core.utils,DebugChecks,748,0,125,0,165,0,79,0,16,0
jadx-core,jadx.core.utils,Utils,524,370,106,54,143,95,89,40,24,25
jadx-core,jadx.core.utils,ImmutableList,188,89,21,9,47,19,34,13,23,9
jadx-core,jadx.core.utils,ListUtils,266,121,65,25,73,29,53,12,15,5
jadx-core,jadx.core.utils,BlockUtils,1306,1137,275,205,359,282,211,121,42,50
jadx-core,jadx.core.utils,InsnUtils,356,118,86,23,93,29,63,13,13,7
jadx-core,jadx.core.utils,CacheStorage,0,13,0,0,0,5,0,3,0,3
jadx-core,jadx.core.utils,DebugUtils,546,0,32,0,125,0,54,0,38,0
jadx-core,jadx.core.utils,BlockInsnPair,66,0,8,0,14,0,10,0,6,0
jadx-core,jadx.core.utils,DebugUtils.new AbstractVisitor() {...},7,0,0,0,3,0,2,0,2,0
jadx-core,jadx.core.utils,DebugUtils.new AbstractVisitor() {...},19,0,2,0,4,0,3,0,2,0
jadx-core,jadx.core.utils,DebugUtils.new TracedRegionVisitor() {...},20,0,2,0,4,0,3,0,2,0
jadx-core,jadx.core.utils,DebugUtils.new AbstractVisitor() {...},11,0,0,0,3,0,2,0,2,0
jadx-core,jadx.core.utils,PassMerge,373,10,45,1,69,5,29,2,6,2
jadx-core,jadx.core.utils,StringUtils,663,178,154,25,189,50,120,18,26,13
jadx-core,jadx.core.utils,EncodedValueUtils,359,0,35,0,69,0,34,0,8,0
jadx-core,jadx.core.utils,InsnRemover,287,244,43,33,67,82,37,29,11,17
jadx-core,jadx.core.utils,ImmutableList.new Iterator() {...},7,36,0,2,2,5,0,4,0,3
jadx-core,jadx.core.utils,PassMerge.ExtDepsComparator,65,0,12,0,13,0,9,0,3,0
jadx-core,jadx.core.utils,DecompilerScheduler,111,173,7,15,26,41,10,10,4,5
jadx-core,jadx.core.utils,EmptyBitSet,42,13,0,0,13,5,13,4,13,4
jadx-core,jadx.core.utils,RegionUtils,562,499,126,108,153,133,91,53,11,16
jadx-core,jadx.core.utils,InsnList,61,45,10,4,15,12,12,8,7,6
jadx-core,jadx.core.utils,PassMerge.MergePass,49,0,0,0,14,0,8,0,8,0
jadx-core,jadx.core.utils,RegionUtils.new AbstractRegionVisitor() {...},11,0,0,0,3,0,2,0,2,0
jadx-core,jadx.core.utils,DecompilerScheduler.DepInfo,10,30,0,2,2,9,2,4,2,3
jadx-core,jadx.core.utils,PassMerge.InvertedDepsComparator,35,0,8,0,8,0,6,0,2,0
jadx-core,jadx.core.utils,GsonUtils,8,0,0,0,2,0,2,0,2,0
jadx-core,jadx.core.utils,Utils.new OutputStream() {...},1,22,1,2,1,7,1,3,0,2
jadx-core,jadx.core.utils,BetterName,77,0,12,0,21,0,11,0,5,0
jadx-core,jadx.core.utils,GsonUtils.InterfaceReplace,18,0,0,0,5,0,3,0,3,0
jadx-core,jadx.core.utils,ErrorsCounter,39,177,7,11,10,37,7,14,2,10
jadx-core,jadx.core.utils,DebugChecksPass,25,0,2,0,10,0,4,0,3,0
jadx-core,jadx.api.metadata,ICodeAnnotation.AnnType,0,57,0,0,0,10,0,1,0,1
jadx-core,jadx.api.metadata,ICodeMetadata,3,0,0,0,1,0,1,0,1,0
jadx-core,jadx.core.export,TemplateFile,211,0,24,0,62,0,22,0,8,0
jadx-core,jadx.core.export,TemplateFile.State,27,0,0,0,2,0,1,0,1,0
jadx-core,jadx.core.export,TemplateFile.ParserState,6,0,0,0,2,0,1,0,1,0
jadx-core,jadx.core.export,ExportGradleProject,206,0,14,0,48,0,15,0,8,0
jadx-core,jadx.core.export,GradleInfoStorage,21,3,0,0,9,1,6,1,6,1
jadx-core,jadx.core.export,ExportGradleTask,118,0,4,0,33,0,11,0,9,0
jadx-core,jadx.api.impl,SimpleCodeInfo,10,6,0,0,4,3,4,1,4,1
jadx-core,jadx.api.impl,SimpleCodeWriter,151,182,11,5,39,58,22,22,15,21
jadx-core,jadx.api.impl,AnnotatedCodeInfo,11,17,2,0,2,6,3,3,2,3
jadx-core,jadx.api.impl,NoOpCodeCache,19,0,0,0,9,0,9,0,9,0
jadx-core,jadx.api.impl,DelegateCodeCache,36,0,0,0,12,0,7,0,7,0
jadx-core,jadx.api.impl,InMemoryCodeCache,24,36,2,2,7,11,4,6,3,5
jadx-core,jadx.api.impl,AnnotatedCodeWriter,19,319,6,20,8,74,8,25,2,18
jadx-core,jadx.core.dex.instructions.args,ArgType.WildcardBound,6,49,0,4,2,9,2,5,2,3
jadx-core,jadx.core.dex.instructions.args,LiteralArg,185,117,36,20,33,25,30,16,7,11
jadx-core,jadx.core.dex.instructions.args,ArgType.ArrayArg,5,55,0,0,1,15,1,11,1,11
jadx-core,jadx.core.dex.instructions.args,RegisterArg,220,211,46,30,49,54,41,30,10,23
jadx-core,jadx.core.dex.instructions.args,Typed,0,12,0,0,0,5,0,4,0,4
jadx-core,jadx.core.dex.instructions.args,VarName,13,0,0,0,5,0,4,0,4,0
jadx-core,jadx.core.dex.instructions.args,ArgType.PrimitiveArg,10,19,2,0,1,7,2,4,1,4
jadx-core,jadx.core.dex.instructions.args,ArgType.OuterGenericObject,76,0,6,0,14,0,11,0,8,0
jadx-core,jadx.core.dex.instructions.args,ArgType.WildcardType,47,15,8,0,9,4,10,1,6,1
jadx-core,jadx.core.dex.instructions.args,InsnWrapArg,97,45,15,3,22,13,12,6,4,5
jadx-core,jadx.core.dex.instructions.args,PrimitiveType,13,134,4,0,2,20,4,5,2,5
jadx-core,jadx.core.dex.instructions.args,ArgType.GenericType,49,9,6,0,13,4,9,2,6,2
jadx-core,jadx.core.dex.instructions.args,ArgType,430,544,112,50,111,115,97,55,25,34
jadx-core,jadx.core.dex.instructions.args,InsnArg,188,270,53,35,50,76,45,35,7,28
jadx-core,jadx.core.dex.instructions.args,ArgType.KnownType,12,6,2,0,3,2,4,2,3,2
jadx-core,jadx.core.dex.instructions.args,CodeVar,67,95,7,9,15,33,8,20,3,17
jadx-core,jadx.core.dex.instructions.args,ArgType.ObjectType,3,25,0,0,1,8,1,5,1,5
jadx-core,jadx.core.dex.instructions.args,ArgType.UnknownArg,39,40,6,4,9,10,6,6,3,4
jadx-core,jadx.core.dex.instructions.args,NamedArg,43,16,4,0,10,7,8,3,6,3
jadx-core,jadx.core.dex.instructions.args,ArgType.GenericObject,25,25,4,0,4,6,5,3,3,3
jadx-core,jadx.core.dex.instructions.args,SSAVar,280,352,43,51,63,97,37,50,9,31
jadx-core,jadx.core.utils.files,FileUtils,599,124,37,9,142,34,56,10,34,9
jadx-core,jadx.core.utils.files,FileUtils.new SimpleFileVisitor() {...},8,3,0,0,4,1,2,1,2,1
jadx-core,jadx.core.dex.visitors.kotlin,ProcessKotlinInternals,338,76,69,9,89,21,44,7,6,6
jadx-core,jadx.core.dex.regions.loops,ForLoop,0,15,0,0,0,6,0,3,0,3
jadx-core,jadx.core.dex.regions.loops,LoopType,0,3,0,0,0,1,0,1,0,1
jadx-core,jadx.core.dex.regions.loops,ForEachLoop,66,0,0,0,14,0,4,0,4,0
jadx-core,jadx.core.dex.regions.loops,LoopRegion,143,100,30,10,40,31,22,16,5,13
jadx-core,jadx.api.plugins.loader,JadxBasePluginLoader,0,28,0,2,0,8,0,4,0,3
jadx-core,jadx.core.codegen.json.mapping,JsonFieldMapping,17,0,0,0,7,0,5,0,5,0
jadx-core,jadx.core.codegen.json.mapping,JsonMapping,10,0,0,0,4,0,3,0,3,0
jadx-core,jadx.core.codegen.json.mapping,JsonMthMapping,31,0,0,0,13,0,9,0,9,0
jadx-core,jadx.core.codegen.json.mapping,JsonClsMapping,52,0,0,0,22,0,15,0,15,0
jadx-core,jadx.api.plugins.gui,ISettingsGroup,2,0,0,0,1,0,1,0,1,0
jadx-core,jadx.api.plugins.resources,IResContainerFactory,1,0,0,0,1,0,1,0,1,0
jadx-core,jadx.api.plugins.resources,IResTableParserProvider,1,0,0,0,1,0,1,0,1,0
jadx-core,jadx.core.dex.instructions.java,JsrNode,34,0,0,0,8,0,5,0,5,0
jadx-core,jadx.api.plugins,JadxPluginInfo,25,32,0,0,6,11,5,4,5,4
jadx-core,jadx.api.plugins,JadxPluginInfoBuilder,9,68,1,1,3,17,2,6,1,6
jadx-core,jadx.core.dex.visitors.fixaccessmodifiers,VisibilityUtils,91,65,21,9,22,21,16,8,3,6
jadx-core,jadx.core.dex.visitors.fixaccessmodifiers,FixAccessModifiers,131,97,26,14,33,24,22,8,4,6
jadx-core,jadx.api.plugins.pass.types,JadxPreparePass,2,6,0,0,1,1,1,1,1,1
jadx-core,jadx.api.plugins.pass.types,JadxDecompilePass,2,6,0,0,1,1,1,1,1,1
jadx-core,jadx.api.plugins.pass.types,JadxPassType,24,6,4,0,7,3,5,1,3,1
jadx-core,jadx.api.plugins.pass.types,JadxAfterLoadPass,2,6,0,0,1,1,1,1,1,1
jadx-core,jadx.core.dex.info,AccessInfo,282,220,66,43,53,46,61,30,12,22
jadx-core,jadx.core.dex.info,ConstStorage.ValueStorage,47,47,6,4,12,9,8,4,3,4
jadx-core,jadx.core.dex.info,ClassInfo,224,365,41,51,47,89,42,42,11,27
jadx-core,jadx.core.dex.info,ConstStorage,240,134,45,18,49,35,40,9,9,5
jadx-core,jadx.core.dex.info,InfoStorage,1,152,1,5,0,31,1,11,0,9
jadx-core,jadx.core.dex.info,PackageInfo,80,55,11,3,17,17,11,7,5,6
jadx-core,jadx.core.dex.info,MethodInfo,94,260,10,22,20,60,19,26,10,19
jadx-core,jadx.core.dex.info,AccessInfo.AFType,0,21,0,0,0,2,0,1,0,1
jadx-core,jadx.core.dex.info,FieldInfo,82,112,12,6,14,24,19,8,10,8
jadx-core,jadx.core.dex.info,ClassAliasInfo,13,25,1,1,2,10,2,5,1,5
jadx-core,jadx.core.utils.tasks,TaskExecutor,85,191,13,15,25,47,20,12,9,9
jadx-core,jadx.core.utils.tasks,TaskExecutor.ExecStage,0,15,0,0,0,6,0,3,0,3
jadx-core,jadx.core.utils.tasks,TaskExecutor.ExecType,0,15,0,0,0,3,0,1,0,1
jadx-core,jadx.api.utils,CodeUtils,90,0,10,0,24,0,12,0,7,0
jadx-core,jadx.api.plugins.options.impl,BasePluginOptionsBuilder,107,131,9,7,18,33,14,12,9,9
jadx-core,jadx.api.plugins.options.impl,BasePluginOptionsBuilder.OptionData,54,87,5,5,11,29,11,13,6,13
jadx-core,jadx.api.plugins.options.impl,BaseOptionsParser,64,0,12,0,17,0,10,0,4,0
jadx-core,jadx.api.plugins.options.impl,JadxOptionDescription,92,0,2,0,24,0,13,0,12,0
jadx-core,jadx.core.dex.instructions.mods,TernaryInsn,172,0,16,0,47,0,19,0,11,0
jadx-core,jadx.core.dex.instructions.mods,ConstructorInsn,86,89,16,10,17,19,16,13,6,10
jadx-core,jadx.core.dex.instructions.mods,ConstructorInsn.CallType,0,27,0,0,0,5,0,1,0,1
jadx-core,jadx.core.codegen.json.cls,JsonNode,31,0,0,0,13,0,9,0,9,0
jadx-core,jadx.core.codegen.json.cls,JsonClass,66,0,0,0,28,0,19,0,19,0
jadx-core,jadx.core.codegen.json.cls,JsonField,3,0,0,0,1,0,1,0,1,0
jadx-core,jadx.core.codegen.json.cls,JsonMethod,38,0,0,0,16,0,11,0,11,0
jadx-core,jadx.core.codegen.json.cls,JsonCodeLine,24,0,0,0,10,0,7,0,7,0
jadx-core,jadx.core.codegen,MethodGen.FallbackOption,0,21,0,0,0,4,0,1,0,1
jadx-core,jadx.core.codegen,ConditionGen,167,161,29,18,41,45,27,10,6,6
jadx-core,jadx.core.codegen,MethodGen,564,804,96,85,135,193,78,43,4,25
jadx-core,jadx.core.codegen,SimpleModeHelper,363,0,60,0,81,0,39,0,9,0
jadx-core,jadx.core.codegen,ClassGen,1239,774,200,82,304,204,147,55,22,39
jadx-core,jadx.core.codegen,RegionGen,311,618,51,49,67,161,40,25,2,13
jadx-core,jadx.core.codegen,InsnGen,1801,1165,246,137,434,295,176,82,15,29
jadx-core,jadx.core.codegen,InsnGen.Flags,0,21,0,0,0,4,0,1,0,1
jadx-core,jadx.core.codegen,ConditionGen.CondStack,0,22,0,0,0,6,0,4,0,4
jadx-core,jadx.core.codegen,AnnotationGen,405,62,61,7,100,21,45,8,7,5
jadx-core,jadx.core.codegen,CodeGen,53,36,5,2,13,7,5,3,1,3
jadx-core,jadx.core.codegen,NameGen,140,505,39,58,38,103,36,35,2,19
jadx-core,jadx.core.codegen,TypeGen,158,83,33,14,34,18,25,11,1,5
jadx-core,jadx.api.impl.passes,PreparePassWrapper,30,0,0,0,11,0,5,0,5,0
jadx-core,jadx.api.impl.passes,DecompilePassWrapper,79,0,0,0,20,0,7,0,7,0
jadx-core,jadx.core.clsp,ClspMethod,132,42,12,2,30,14,16,6,9,6
jadx-core,jadx.core.clsp,ClsSet,783,487,86,42,182,109,69,34,18,17
jadx-core,jadx.core.clsp,ClspGraph,154,373,29,32,37,91,22,31,3,19
jadx-core,jadx.core.clsp,ClspClass,67,79,6,2,17,25,12,11,9,10
jadx-core,jadx.core.clsp,SimpleMethodDetails,18,16,0,0,6,6,6,4,6,4
jadx-core,jadx.core.clsp,ClspClassSource,28,39,4,0,5,8,4,2,2,2
jadx-core,jadx.core.clsp,ClsSet.TypeEnum,0,45,0,0,0,8,0,1,0,1
jadx-core,jadx.api.plugins.utils,LimitedInputStream,72,0,8,0,21,0,9,0,5,0
jadx-core,jadx.api.plugins.utils,Utils,147,14,28,2,43,4,20,3,6,2
jadx-core,jadx.api.plugins.utils,ZipSecurity,227,47,42,6,59,14,30,4,7,3
jadx-core,jadx.api.plugins.utils,CommonFileUtils,87,97,8,6,26,24,12,7,6,6
jadx-core,jadx.core.dex.attributes,AType,0,144,0,0,0,36,0,2,0,2
jadx-core,jadx.core.dex.attributes,AFlag,0,357,0,0,0,60,0,1,0,1
jadx-core,jadx.core.dex.attributes,FieldInitInsnAttr,26,0,0,0,8,0,5,0,5,0
jadx-core,jadx.core.dex.attributes,AttrNode,51,147,3,11,17,47,8,26,6,21
jadx-core,jadx.core.dex.attributes,AttrList,0,22,0,0,0,7,0,4,0,4
jadx-core,jadx.core.dex.attributes,EmptyAttrStorage,7,15,0,0,4,8,4,8,4,8
jadx-core,jadx.core.dex.attributes,AttributeStorage,55,272,10,24,17,63,11,35,4,25
jadx-core,jadx.core.dex.regions.conditions,IfCondition.Mode,0,33,0,0,0,6,0,1,0,1
jadx-core,jadx.core.dex.regions.conditions,IfRegion,84,74,9,3,20,24,9,10,4,9
jadx-core,jadx.core.dex.regions.conditions,IfCondition,740,79,128,5,146,21,89,9,19,9
jadx-core,jadx.core.dex.regions.conditions,ConditionRegion,27,66,6,6,10,22,6,9,2,7
jadx-core,jadx.core.dex.regions.conditions,Compare,15,31,0,0,3,10,2,6,2,6
jadx-core,jadx.core.dex.regions.conditions,IfInfo,45,114,2,0,8,31,4,15,3,15
jadx-core,jadx.core.dex.regions,SwitchRegion,56,72,4,0,11,17,5,10,3,10
jadx-core,jadx.core.dex.regions,TryCatchRegion,57,92,7,5,13,25,9,9,4,8
jadx-core,jadx.core.dex.regions,SynchronizedRegion,46,0,0,0,13,0,8,0,8,0
jadx-core,jadx.core.dex.regions,SwitchRegion.new Object() {...},2,3,0,0,1,1,1,1,1,1
jadx-core,jadx.core.dex.regions,AbstractRegion,7,25,0,2,2,10,1,6,1,5
jadx-core,jadx.core.dex.regions,SwitchRegion.CaseInfo,0,15,0,0,0,6,0,3,0,3
jadx-core,jadx.core.dex.regions,Region,41,60,3,3,11,16,4,6,2,5
jadx-core,jadx.core.dex.nodes.utils,TypeUtils,640,172,111,21,155,47,77,15,14,12
jadx-core,jadx.core.dex.nodes.utils,MethodUtils,82,218,28,38,25,54,23,21,2,9
jadx-core,jadx.core.dex.visitors.typeinference,TypeInferenceVisitor,149,529,25,65,39,132,25,48,3,22
jadx-core,jadx.core.dex.visitors.typeinference,TypeBoundCheckCastAssign,23,42,1,1,4,9,5,4,4,4
jadx-core,jadx.core.dex.visitors.typeinference,FixTypesVisitor,1782,99,312,5,462,14,197,6,39,5
jadx-core,jadx.core.dex.visitors.typeinference,BoundEnum,0,15,0,0,0,3,0,1,0,1
jadx-core,jadx.core.dex.visitors.typeinference,TypeInfo,8,21,0,0,1,7,1,4,1,4
jadx-core,jadx.core.dex.visitors.typeinference,TypeCompare,391,307,124,66,98,77,82,29,7,9
jadx-core,jadx.core.dex.visitors.typeinference,TypeUpdateFlags,60,33,14,2,14,9,10,5,3,4
jadx-core,jadx.core.dex.visitors.typeinference,TypeBoundConst,16,65,5,5,4,14,7,6,2,6
jadx-core,jadx.core.dex.visitors.typeinference,TypeBoundInvokeUse,99,0,8,0,24,0,13,0,9,0
jadx-core,jadx.core.dex.visitors.typeinference,TypeSearchVarInfo,142,0,8,0,40,0,18,0,14,0
jadx-core,jadx.core.dex.visitors.typeinference,TypeUpdateResult,0,21,0,0,0,4,0,1,0,1
jadx-core,jadx.core.dex.visitors.typeinference,TypeUpdateRegistry,36,0,2,0,8,0,5,0,4,0
jadx-core,jadx.core.dex.visitors.typeinference,TypeBoundFieldGetAssign,97,0,10,0,25,0,15,0,10,0
jadx-core,jadx.core.dex.visitors.typeinference,TypeBoundInvokeAssign,54,75,11,3,15,19,10,8,3,8
jadx-core,jadx.core.dex.visitors.typeinference,TypeSearch,776,0,113,0,193,0,79,0,22,0
jadx-core,jadx.core.dex.visitors.typeinference,TypeSearch.new AbstractTypeConstraint() {...},39,0,4,0,8,0,4,0,2,0
jadx-core,jadx.core.dex.visitors.typeinference,TypeSearch.new AbstractTypeConstraint() {...},38,0,4,0,5,0,4,0,2,0
jadx-core,jadx.core.dex.visitors.typeinference,TypeUpdate,520,932,167,152,109,227,122,77,9,28
jadx-core,jadx.core.dex.visitors.typeinference,TypeUpdateEntry,15,24,0,0,2,8,2,4,2,4
jadx-core,jadx.core.dex.visitors.typeinference,TypeCompare.ArgTypeComparator,2,23,1,3,1,6,1,4,0,2
jadx-core,jadx.core.dex.visitors.typeinference,TypeSearchState,99,0,8,0,22,0,11,0,7,0
jadx-core,jadx.core.dex.visitors.typeinference,FinishTypeInference,13,30,4,4,4,9,5,3,1,3
jadx-core,jadx.core.dex.visitors.typeinference,AbstractTypeConstraint,89,0,12,0,18,0,10,0,4,0
jadx-core,jadx.core.dex.visitors.typeinference,TypeCompareEnum,22,99,14,13,4,17,13,10,1,7
jadx-core,jadx.core.dex.visitors.typeinference,TypeUpdateInfo,82,89,9,3,16,21,11,9,5,9
jadx-core,jadx.api.deobf,IAliasProvider,2,0,0,0,2,0,2,0,2,0
jadx-core,jadx.api.deobf,IDeobfCondition.Action,21,0,0,0,4,0,1,0,1,0
jadx-core,jadx.core.deobf.conditions,ExcludeAndroidRClass,98,3,26,0,22,1,15,1,2,1
jadx-core,jadx.core.deobf.conditions,ExcludePackageWithTLDNames.TldHolder,3,0,0,0,1,0,1,0,1,0
jadx-core,jadx.core.deobf.conditions,AbstractDeobfCondition,9,3,0,0,5,1,5,1,5,1
