GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
engine,org.jetbrains.java.decompiler.util,VBStyleCollection,83,264,4,10,20,59,10,20,7,16
engine,org.jetbrains.java.decompiler.util,TextBuffer,567,216,73,13,113,53,47,22,7,19
engine,org.jetbrains.java.decompiler.util,SFormsFastMapDirect,291,502,54,56,73,126,38,35,3,15
engine,org.jetbrains.java.decompiler.util,ListStack,34,82,2,2,8,25,4,9,3,8
engine,org.jetbrains.java.decompiler.util,DataInputFullStream,0,15,0,0,0,5,0,3,0,3
engine,org.jetbrains.java.decompiler.util,FastFixedSetFactory.FastFixedSet,68,372,9,33,13,77,7,34,1,19
engine,org.jetbrains.java.decompiler.struct,ContextUnit,213,127,21,8,38,32,19,5,5,4
engine,org.jetbrains.java.decompiler.struct,StructClass,118,285,30,24,14,66,33,26,8,24
engine,org.jetbrains.java.decompiler.struct,StructTypePathEntry.Kind,42,0,0,0,9,0,3,0,3,0
engine,org.jetbrains.java.decompiler.struct,StructMethod,232,632,32,52,60,115,30,33,2,13
engine,org.jetbrains.java.decompiler.struct,StructField,58,0,0,0,14,0,6,0,6,0
engine,org.jetbrains.java.decompiler.struct,StructMember,105,101,13,9,26,24,16,9,7,7
engine,org.jetbrains.java.decompiler.struct,StructContext,306,141,37,9,58,35,24,7,2,6
engine,org.jetbrains.java.decompiler.struct,StructTypePathEntry,15,0,0,0,6,0,3,0,3,0
engine,org.jetbrains.java.decompiler.struct,StructRecordComponent,37,0,0,0,8,0,2,0,2,0
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.TypeParameterBoundTarget,45,0,6,0,13,0,8,0,5,0
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.OffsetTarget,9,0,0,0,4,0,2,0,2,0
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TypeAnnotation,90,18,11,1,26,6,15,2,9,2
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.ThrowsTarget,33,0,4,0,9,0,6,0,4,0
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.CatchTarget,9,0,0,0,4,0,2,0,2,0
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.FormalParameterTarget,36,9,4,0,10,3,7,1,5,1
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.LocalvarTarget.Offsets,21,0,0,0,8,0,4,0,4,0
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.EmptyTarget,7,8,0,0,1,3,2,1,2,1
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.SupertypeTarget,55,8,10,0,12,3,11,1,6,1
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.TypeArgumentTarget,15,0,0,0,6,0,3,0,3,0
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.TypeParameterTarget,33,0,4,0,10,0,6,0,4,0
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TypeAnnotationWriteHelper,51,8,2,0,13,3,9,1,8,1
engine,org.jetbrains.java.decompiler.modules.decompiler.typeann,TargetInfo.LocalvarTarget,9,0,0,0,4,0,2,0,2,0
engine,org.jetbrains.java.decompiler.modules.decompiler.deobfuscator,IrreducibleCFGDeobfuscator.new Object() {...},0,16,0,0,0,5,0,1,0,1
engine,org.jetbrains.java.decompiler.modules.decompiler.deobfuscator,ExceptionDeobfuscator.Range,15,0,0,0,6,0,1,0,1,0
engine,org.jetbrains.java.decompiler.modules.decompiler.deobfuscator,ExceptionDeobfuscator,1256,88,174,8,261,22,102,6,11,6
engine,org.jetbrains.java.decompiler.modules.decompiler.deobfuscator,IrreducibleCFGDeobfuscator,8,517,4,58,3,109,5,33,1,6
engine,org.jetbrains.java.decompiler.modules.decompiler.deobfuscator,ExceptionDeobfuscator.new IGraph() {...},18,0,0,0,3,0,3,0,3,0
engine,org.jetbrains.java.decompiler.modules.decompiler.deobfuscator,ExceptionDeobfuscator.new IGraph() {...},0,18,0,0,0,3,0,3,0,3
engine,org.jetbrains.java.decompiler.modules.code,DeadCodeHelper,913,381,174,56,208,92,100,26,3,8
engine,org.jetbrains.java.decompiler.struct.consts,ConstantPool,297,236,52,20,52,42,35,15,2,6
engine,org.jetbrains.java.decompiler.struct.consts,PooledConstant,1,6,0,0,1,3,1,1,1,1
engine,org.jetbrains.java.decompiler.struct.consts,LinkConstant,99,99,27,13,18,19,20,5,2,3
engine,org.jetbrains.java.decompiler.struct.consts,PrimitiveConstant,52,53,21,5,4,16,13,6,1,5
engine,org.jetbrains.java.decompiler.struct.gen,MethodDescriptor,166,132,30,15,33,29,22,7,4,2
engine,org.jetbrains.java.decompiler.struct.gen,FieldDescriptor,84,0,8,0,19,0,10,0,6,0
engine,org.jetbrains.java.decompiler.struct.gen,VarType,245,525,98,77,61,133,78,62,3,25
engine,org.jetbrains.java.decompiler.struct.gen,Type,37,0,2,0,4,0,2,0,1,0
engine,org.jetbrains.java.decompiler.struct.gen,DataPoint,13,122,4,8,2,25,4,9,0,7
engine,org.jetbrains.java.decompiler.struct.match,MatchEngine,50,478,11,31,14,87,11,19,2,4
engine,org.jetbrains.java.decompiler.struct.match,MatchNode.RuleValue,25,9,4,0,3,4,4,1,2,1
engine,org.jetbrains.java.decompiler.struct.match,IMatchable.MatchProperties,0,111,0,0,0,19,0,1,0,1
engine,org.jetbrains.java.decompiler.struct.match,MatchNode,0,51,0,2,0,14,0,8,0,7
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,SSAUConstructorSparseEx,754,1288,104,141,121,270,70,73,1,18
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,DirectGraph,6,208,1,19,2,52,1,13,0,4
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,FlattenStatementsHelper.Edge,0,12,0,0,0,5,0,1,0,1
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,FlattenStatementsHelper.FinallyPathWrapper,59,0,4,0,10,0,6,0,4,0
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,SSAConstructorSparseEx,465,722,66,81,74,157,43,45,0,13
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,DirectNode.DirectNodeType,0,39,0,0,0,7,0,1,0,1
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,DirectNode,3,62,0,0,1,15,1,2,1,2
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,FlattenStatementsHelper.StackEntry,42,0,0,0,13,0,2,0,2,0
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,FlattenStatementsHelper.new Object() {...},0,15,0,0,0,5,0,1,0,1
engine,org.jetbrains.java.decompiler.modules.decompiler.sforms,FlattenStatementsHelper,849,667,89,61,118,118,56,30,3,5
engine,org.jetbrains.java.decompiler.main.collectors,ImportCollector,196,244,50,28,35,60,41,6,3,5
engine,org.jetbrains.java.decompiler.main.collectors,VarNamesCollector,17,31,1,1,4,8,2,4,1,4
engine,org.jetbrains.java.decompiler.main.collectors,BytecodeMappingTracer,93,130,12,8,16,33,7,17,0,14
engine,org.jetbrains.java.decompiler.main.collectors,CounterContainer,0,40,0,0,0,6,0,4,0,4
engine,org.jetbrains.java.decompiler.main.collectors,BytecodeSourceMapper,91,261,10,16,13,48,8,13,0,8
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,ArrayExprent,49,141,9,9,8,32,9,11,2,9
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,FieldExprent,348,0,58,0,77,0,45,0,16,0
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,ExitExprent,216,45,39,3,42,14,27,5,6,5
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,IfExprent,49,173,10,2,11,20,9,8,3,8
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,NewExprent,1155,44,205,3,234,13,127,2,23,2
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,AssertExprent,62,0,4,0,13,0,4,0,2,0
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,AssignmentExprent,139,232,36,14,27,44,27,13,5,10
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,VarExprent,180,281,43,29,35,78,36,28,6,22
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,AnnotationExprent,200,0,32,0,38,0,22,0,6,0
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,SwitchExprent,143,122,18,8,28,31,13,10,3,7
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,InvocationExprent,1214,209,256,9,240,60,156,22,17,22
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,RecordVarExprent,173,0,18,0,39,0,16,0,7,0
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,FunctionExprent,748,857,125,41,107,102,88,29,2,20
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,MonitorExprent,98,0,12,0,22,0,14,0,8,0
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,ExprUtil,79,0,14,0,17,0,10,0,3,0
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,Exprent,134,125,25,19,31,30,27,11,9,7
engine,org.jetbrains.java.decompiler.modules.decompiler.exps,ConstExprent,1073,222,233,24,150,55,143,23,8,19
engine,org.jetbrains.java.decompiler.struct.lazy,LazyLoader.Link,0,9,0,0,0,4,0,1,0,1
engine,org.jetbrains.java.decompiler.struct.lazy,LazyLoader,55,195,11,15,15,48,13,9,2,7
engine,org.jetbrains.java.decompiler.modules.decompiler.decompose,GenericDominatorEngine,12,185,4,32,5,56,3,21,0,6
engine,org.jetbrains.java.decompiler.modules.decompiler.decompose,DominatorEngine,2,196,1,23,1,49,1,18,0,7
engine,org.jetbrains.java.decompiler.modules.decompiler.decompose,DominatorTreeExceptionFilter,137,248,25,17,26,53,15,15,0,9
engine,org.jetbrains.java.decompiler.modules.decompiler.decompose,FastExtendedPostdominanceHelper,31,726,7,85,7,158,6,51,0,11
engine,org.jetbrains.java.decompiler.code.cfg,ControlFlowGraph,1066,716,148,65,216,166,91,47,7,22
engine,org.jetbrains.java.decompiler.code.cfg,ControlFlowGraph.JsrRecord,12,0,0,0,5,0,1,0,1,0
engine,org.jetbrains.java.decompiler.code.cfg,BasicBlock,96,183,10,14,21,41,14,24,8,18
engine,org.jetbrains.java.decompiler.code.cfg,ExceptionRangeCFG,146,0,14,0,35,0,16,0,9,0
engine,org.jetbrains.java.decompiler.main.extern,IFernflowerPreferences,2,193,1,1,0,39,1,2,0,2
engine,org.jetbrains.java.decompiler.main.extern,IFernflowerLogger.Severity,0,39,0,0,0,5,0,2,0,2
engine,org.jetbrains.java.decompiler.main.extern,IFernflowerLogger,14,20,0,2,10,5,9,4,9,3
engine,org.jetbrains.java.decompiler.main.extern,ClassFormatException,4,0,0,0,2,0,1,0,1,0
engine,org.jetbrains.java.decompiler.main.extern,IIdentifierRenamer.Type,21,0,0,0,1,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.attr,StructMethodParametersAttribute.Entry,9,0,0,0,4,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.attr,StructModuleAttribute.OpensEntry,12,0,0,0,5,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.attr,StructBootstrapMethodsAttribute,78,0,4,0,17,0,7,0,5,0
engine,org.jetbrains.java.decompiler.struct.attr,StructGenericSignatureAttribute,16,0,0,0,5,0,3,0,3,0
engine,org.jetbrains.java.decompiler.struct.attr,StructInnerClassesAttribute,77,0,8,0,16,0,7,0,3,0
engine,org.jetbrains.java.decompiler.struct.attr,StructEnclosingMethodAttribute,39,0,2,0,12,0,6,0,5,0
engine,org.jetbrains.java.decompiler.struct.attr,StructCodeAttribute,0,51,0,0,0,13,0,2,0,2
engine,org.jetbrains.java.decompiler.struct.attr,StructGeneralAttribute.Key,0,6,0,0,0,3,0,1,0,1
engine,org.jetbrains.java.decompiler.struct.attr,StructAnnDefaultAttribute,12,0,0,0,4,0,3,0,3,0
engine,org.jetbrains.java.decompiler.struct.attr,StructExceptionsAttribute,46,0,4,0,10,0,6,0,4,0
engine,org.jetbrains.java.decompiler.struct.attr,StructConstantValueAttribute,11,0,0,0,4,0,3,0,3,0
engine,org.jetbrains.java.decompiler.struct.attr,StructModuleAttribute,273,0,24,0,62,0,20,0,8,0
engine,org.jetbrains.java.decompiler.struct.attr,StructInnerClassesAttribute.Entry,21,0,0,0,8,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.attr,StructAnnotationParameterAttribute,38,0,4,0,10,0,5,0,3,0
engine,org.jetbrains.java.decompiler.struct.attr,StructMethodParametersAttribute,54,0,6,0,13,0,6,0,3,0
engine,org.jetbrains.java.decompiler.struct.attr,StructLineNumberTableAttribute,80,0,12,0,17,0,10,0,4,0
engine,org.jetbrains.java.decompiler.struct.attr,StructLocalVariableTableAttribute,164,0,12,0,23,0,22,0,16,0
engine,org.jetbrains.java.decompiler.struct.attr,StructModuleAttribute.RequiresEntry,12,0,0,0,5,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.attr,StructLocalVariableTableAttribute.LocalVariable,18,0,0,0,7,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.attr,StructModuleAttribute.ExportsEntry,12,0,0,0,5,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.attr,StructRecordAttribute,31,0,2,0,8,0,4,0,3,0
engine,org.jetbrains.java.decompiler.struct.attr,StructLocalVariableTypeTableAttribute,26,0,0,0,7,0,4,0,4,0
engine,org.jetbrains.java.decompiler.struct.attr,StructModuleAttribute.ProvidesEntry,9,0,0,0,4,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.attr,StructAnnotationAttribute,342,0,40,0,70,0,36,0,6,0
engine,org.jetbrains.java.decompiler.struct.attr,StructTypeAnnotationAttribute,174,0,19,0,33,0,18,0,4,0
engine,org.jetbrains.java.decompiler.struct.attr,StructGeneralAttribute,73,273,22,24,19,48,23,4,1,3
engine,org.jetbrains.java.decompiler.struct.attr,StructPermittedSubclassesAttribute,32,0,2,0,8,0,4,0,3,0
engine,org.jetbrains.java.decompiler.struct.gen.generics,GenericType,360,0,49,0,107,0,44,0,14,0
engine,org.jetbrains.java.decompiler.struct.gen.generics,GenericMain,733,0,79,0,169,0,58,0,17,0
engine,org.jetbrains.java.decompiler.struct.gen.generics,GenericClassDescriptor,18,0,0,0,4,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.gen.generics,GenericFieldDescriptor,6,0,0,0,3,0,1,0,1,0
engine,org.jetbrains.java.decompiler.struct.gen.generics,GenericMethodDescriptor,29,0,2,0,8,0,3,0,2,0
engine,org.jetbrains.java.decompiler.code,InstructionSequence,114,100,8,2,28,25,14,13,9,13
engine,org.jetbrains.java.decompiler.code,ExceptionTable,0,15,0,0,0,5,0,3,0,3
engine,org.jetbrains.java.decompiler.code,FullInstructionSequence,23,14,1,1,4,4,1,1,0,1
engine,org.jetbrains.java.decompiler.code,ExceptionHandler,45,0,0,0,10,0,2,0,2,0
engine,org.jetbrains.java.decompiler.code,Instruction,90,140,32,28,13,16,25,14,3,6
engine,org.jetbrains.java.decompiler.code,JumpInstruction,0,26,0,0,0,7,0,3,0,3
engine,org.jetbrains.java.decompiler.code,SimpleInstructionSequence,17,3,0,0,5,2,2,1,2,1
engine,org.jetbrains.java.decompiler.code,SwitchInstruction,14,117,3,5,2,24,3,7,0,6
engine,org.jetbrains.java.decompiler.modules.renamer,ClassWrapperNode,23,0,0,0,8,0,4,0,4,0
engine,org.jetbrains.java.decompiler.modules.renamer,ConverterHelper,542,0,48,0,42,0,33,0,9,0
engine,org.jetbrains.java.decompiler.modules.renamer,PoolInterceptor,38,0,0,0,8,0,4,0,4,0
engine,org.jetbrains.java.decompiler.modules.renamer,IdentifierConverter,842,0,108,0,192,0,66,0,12,0
engine,org.jetbrains.java.decompiler.modules.decompiler.vars,VarDefinitionHelper,127,608,33,80,28,138,25,38,0,6
engine,org.jetbrains.java.decompiler.modules.decompiler.vars,VarProcessor,156,190,27,13,28,37,24,18,7,15
engine,org.jetbrains.java.decompiler.modules.decompiler.vars,VarVersionPair,10,80,3,7,1,19,4,7,1,5
engine,org.jetbrains.java.decompiler.modules.decompiler.vars,VarTypeProcessor,116,527,23,68,18,105,22,40,1,15
